id,G_Played,Pts,Reb,Asist
7040,5,3.6,1.0,1.4
7041,51,11.2,2.0,4.5
7042,63,2.7,2.7,0.2
7043,39,13.7,7.5,2.1
7044,63,4.5,4.3,1.3
7045,62,14.2,2.1,0.9
7046,59,13.9,4.6,1.4
7047,47,13.9,7.4,0.7
7048,51,5.5,4.8,0.6
7049,44,3.8,1.3,1.4
7050,65,6.8,1.4,2.0
7051,58,20.4,3.4,6.0
7052,66,12.6,3.2,2.6
7053,65,7.1,3.5,1.0
7054,64,7.7,4.5,0.8
7055,16,10.3,1.8,2.4
7056,65,17.4,10.4,3.6
7057,66,12.1,5.6,2.4
7058,64,16.6,8.8,2.3
7059,61,19.4,5.2,4.5
7060,48,4.5,2.6,0.8
7061,64,4.2,2.0,0.4
7062,34,6.4,1.4,1.1
7063,53,11.9,4.8,11.7
7064,64,11.3,3.3,5.5
7065,66,3.1,5.3,0.5
7066,65,11.0,2.1,2.2
7067,52,13.2,1.9,3.1
7068,39,6.1,3.3,1.1
7069,65,14.6,8.9,3.1
7070,66,15.4,10.0,0.9
7071,66,11.8,2.6,1.5
7072,59,4.9,9.0,1.8
7073,17,2.4,0.9,0.2
7074,65,6.5,5.1,0.6
7075,64,9.8,2.7,3.5
7076,63,7.4,4.4,1.0
7077,38,3.2,1.7,1.2
7078,60,8.8,6.2,0.8
7079,47,6.9,3.6,0.9
7080,57,10.2,5.2,1.2
7081,7,3.4,3.1,0.7
7082,63,7.8,5.5,2.0
7083,53,2.7,1.1,0.7
7084,24,4.9,1.0,0.4
7085,17,7.6,4.8,1.8
7086,64,7.7,3.4,2.2
7087,47,11.5,4.4,1.0
7088,51,8.2,1.5,0.6
7089,42,6.9,3.1,0.6
7090,26,2.2,2.2,0.2
7091,39,2.6,1.5,2.1
7092,62,12.7,2.5,6.5
7093,55,12.3,3.7,2.1
7094,11,4.8,0.9,2.6
7095,65,6.6,3.3,0.9
7096,44,5.4,4.1,0.5
7097,28,7.8,3.9,1.0
7098,46,14.2,3.1,2.4
7099,28,3.5,2.6,0.3
7100,66,9.1,7.5,0.4
7101,65,4.8,2.4,1.3
7102,59,11.0,2.7,1.2
7103,58,5.5,2.1,2.1
7104,63,10.6,7.4,2.1
7105,25,4.5,2.7,0.6
7106,58,4.6,6.0,0.6
7107,64,3.6,1.4,2.0
7108,14,2.4,3.4,0.2
7109,21,3.2,2.8,0.4
7110,37,9.6,7.3,2.6
7111,60,6.1,1.5,2.3
7112,26,14.7,3.4,5.3
7113,53,5.2,1.6,3.3
7114,62,12.5,3.0,10.7
7115,54,8.8,1.9,0.2
7116,57,5.1,1.9,2.2
7117,14,3.6,1.3,3.2
7118,63,7.7,5.3,0.7
7119,63,12.7,4.5,2.4
7120,22,3.6,2.3,1.2
7121,30,7.1,3.4,2.2
7122,42,4.8,3.0,1.1
7123,63,12.8,5.2,1.2
7124,59,9.3,5.2,1.1
7125,47,9.8,3.5,2.5
7126,34,3.2,1.9,0.6
7127,11,3.6,2.3,0.5
7128,65,7.5,7.0,0.5
7129,60,11.4,2.5,6.5
7130,56,1.9,4.8,0.3
7131,45,3.1,1.2,1.6
7132,33,8.3,2.8,1.8
7133,14,3.0,1.9,0.4
7134,28,11.6,2.4,3.0
7135,63,9.2,3.5,1.4
7136,41,10.6,4.2,8.2
7137,64,5.4,3.3,0.3
7138,55,14.8,2.6,3.8
7139,53,8.9,2.8,2.9
7140,52,5.5,1.3,0.9
7141,45,2.7,1.6,0.4
7142,66,6.9,3.5,2.1
7143,17,3.0,4.1,0.6
7144,65,12.8,8.8,1.7
7145,34,2.1,0.7,0.3
7146,31,8.6,2.1,2.4
7147,65,19.0,6.4,2.3
7148,66,23.6,4.6,5.5
7149,61,16.1,7.7,0.9
7150,32,2.3,1.9,0.4
7151,39,3.4,2.1,0.2
7152,5,1.6,0.4,0.0
7153,35,3.3,1.8,0.4
7154,54,5.4,3.3,0.4
7155,36,3.6,1.6,1.9
7156,48,6.2,4.1,5.5
7157,12,3.3,5.1,0.4
7158,53,7.1,1.5,2.2
7159,82,11.7,9.4,1.3
7160,48,5.3,5.0,0.8
7161,56,9.5,4.8,2.0
7162,38,5.3,1.6,0.6
7163,19,1.6,1.2,0.2
7164,35,2.6,0.8,1.2
7165,66,20.3,3.0,7.6
7166,79,8.9,4.6,1.2
7167,71,7.5,1.9,2.1
7168,55,11.0,5.2,1.3
7169,41,2.6,2.6,0.2
7170,14,4.6,3.5,0.5
7171,3,1.0,0.3,0.3
7172,81,10.3,6.4,1.6
7173,70,4.8,4.5,0.7
7174,76,14.8,7.5,1.6
7175,81,7.6,3.9,1.5
7176,24,4.6,1.8,1.6
7177,73,6.4,2.0,0.7
7178,19,5.5,3.4,0.8
7179,20,0.8,1.3,0.5
7180,82,10.4,4.4,2.4
7181,65,8.0,5.3,0.9
7182,81,6.6,1.9,0.4
7183,69,17.8,9.9,2.7
7184,50,12.7,2.8,6.7
7185,73,16.7,2.7,6.9
7186,9,0.9,1.1,0.2
7187,16,3.3,1.9,0.4
7188,76,17.1,12.4,1.4
7189,69,21.2,5.0,5.1
7190,52,5.9,6.5,1.5
7191,76,15.4,11.2,1.4
7192,50,3.9,1.8,0.3
7193,43,13.0,5.1,1.3
7194,72,6.3,1.3,0.8
7195,4,0.3,0.3,0.0
7196,65,9.8,1.5,3.6
7197,73,4.0,2.0,0.8
7198,81,7.0,4.6,0.4
7199,69,14.8,2.8,2.5
7200,78,7.9,2.1,1.3
7201,25,1.3,1.1,0.3
7202,81,13.4,4.1,2.4
7203,49,3.8,2.4,0.9
7204,25,3.1,1.8,0.4
7205,75,3.9,5.4,0.5
7206,66,10.4,10.7,0.9
7207,38,2.2,0.5,0.6
7208,26,4.8,2.3,0.7
7209,65,15.2,4.4,3.5
7210,77,7.9,5.7,1.2
7211,50,8.0,2.5,0.7
7212,79,2.9,3.3,0.7
7213,45,7.3,2.9,3.8
7214,78,22.9,4.0,6.9
7215,32,1.3,1.1,0.2
7216,57,10.7,4.0,7.3
7217,56,3.1,1.5,0.6
7218,50,9.8,1.7,2.4
7219,40,3.7,1.3,1.0
7220,70,5.3,2.4,1.7
7221,80,4.5,11.1,0.5
7222,68,13.9,2.9,5.5
7223,79,10.9,2.7,1.7
7224,21,7.0,4.0,0.3
7225,55,5.2,2.2,0.5
7226,82,11.3,5.6,0.8
7227,57,7.7,2.0,3.6
7228,38,13.7,5.6,11.1
7229,59,6.4,2.2,1.0
7230,7,1.3,0.3,0.4
7231,29,4.0,2.7,0.4
7232,1,5.0,10.0,1.0
7233,38,2.3,1.6,0.3
7234,77,18.6,6.3,4.8
7235,78,14.6,7.1,2.6
7236,79,17.4,7.6,4.1
7237,49,13.7,8.6,4.1
7238,58,5.1,0.9,1.1
7239,61,14.4,2.8,3.8
7240,55,6.2,2.8,1.5
7241,76,11.5,2.8,3.6
7242,69,5.3,1.9,1.1
7243,82,11.0,7.2,2.2
7244,2,0.0,1.5,0.0
7245,31,4.6,1.3,2.2
7246,67,12.1,7.8,2.4
7247,16,4.2,4.4,0.3
7248,66,6.3,2.4,3.3
7249,59,10.5,2.5,1.8
7250,72,6.6,2.3,1.0
7251,80,13.2,7.7,0.5
7252,59,5.6,1.4,2.6
7253,6,1.3,0.2,1.0
7254,45,4.0,1.3,1.9
7255,39,2.6,1.4,0.8
7256,18,3.2,1.6,0.4
7257,56,2.8,2.2,0.8
7258,60,3.4,2.3,0.2
7259,81,16.2,6.4,1.2
7260,82,23.2,5.2,7.4
7261,75,18.2,6.1,2.7
7262,53,3.2,1.1,0.6
7263,79,11.9,8.3,1.4
7264,65,1.9,2.3,0.5
7265,39,2.7,1.1,1.9
7266,60,3.0,2.3,0.8
7267,47,6.7,5.9,0.4
7268,71,10.4,4.7,1.1
7269,47,3.3,1.0,0.7
7270,44,5.7,2.1,0.7
7271,78,7.1,1.2,2.8
7272,74,19.4,6.9,0.9
7273,53,10.6,6.4,1.5
7274,80,6.8,1.8,2.0
7275,65,11.2,2.7,1.0
7276,81,10.8,6.0,0.8
7277,79,16.2,9.8,2.3
7278,67,10.6,3.3,2.0
7279,67,28.7,6.9,2.6
7280,78,10.4,2.9,1.0
7281,41,6.6,2.4,0.5
7282,61,3.5,4.8,0.5
7283,76,15.5,5.3,3.5
7284,69,6.8,3.5,0.8
7285,23,9.4,3.1,1.1
7286,22,8.4,1.5,2.2
7287,42,4.9,4.1,0.4
7288,74,16.6,6.8,1.7
7289,56,8.7,2.1,0.5
7290,6,2.8,0.8,0.7
7291,46,2.9,1.5,2.9
7292,30,3.9,2.0,0.3
7293,8,3.6,1.4,0.3
7294,66,10.5,5.6,0.8
7295,59,1.9,0.5,0.7
7296,70,16.9,3.7,9.7
7297,2,7.0,0.5,1.0
7298,75,13.3,3.3,4.0
7299,75,7.8,3.4,0.6
7300,53,0.5,2.9,0.3
7301,76,9.4,4.8,0.7
7302,64,13.5,8.2,1.0
7303,41,4.0,0.7,0.3
7304,39,3.7,2.4,0.3
7305,62,4.1,2.5,0.5
7306,47,3.7,3.1,0.2
7307,16,2.7,2.0,0.3
7308,64,16.5,3.7,3.2
7309,55,4.5,2.2,0.8
7310,5,5.8,2.8,4.6
7311,61,6.2,1.8,2.1
7312,75,11.2,1.7,1.9
7313,28,2.0,0.6,0.8
7314,66,8.2,2.1,4.6
7315,46,2.8,2.8,0.1
7316,80,4.8,7.3,0.4
7317,80,18.0,8.3,3.7
7318,75,5.8,3.4,2.4
7319,56,13.9,3.8,2.4
7320,64,8.5,4.1,0.6
7321,81,8.7,5.2,1.0
7322,80,17.5,3.1,6.5
7323,50,9.2,2.2,2.1
7324,79,9.2,3.8,1.9
7325,7,1.4,0.3,1.3
7326,61,4.2,3.0,0.4
7327,79,18.5,11.2,3.5
7328,73,17.1,7.7,2.9
7329,82,8.8,7.2,0.3
7330,39,1.5,1.4,0.4
7331,61,5.4,3.8,0.7
7332,82,18.1,3.9,2.5
7333,75,17.1,9.9,2.7
7334,66,6.0,2.8,0.9
7335,63,3.7,1.7,0.3
7336,22,0.7,2.3,0.6
7337,56,5.1,2.2,0.9
7338,81,12.0,2.7,5.1
7339,33,5.3,1.1,1.4
7340,77,9.4,7.1,1.0
7341,78,12.0,5.5,0.6
7342,19,3.4,2.2,0.5
7343,58,9.9,2.0,3.4
7344,11,0.7,1.1,0.0
7345,19,2.1,0.8,1.6
7346,61,14.7,2.4,3.0
7347,53,17.3,6.8,2.5
7348,26,2.0,3.0,0.8
7349,29,4.0,1.6,2.9
7350,23,3.5,1.2,1.7
7351,78,18.9,3.0,7.7
7352,57,4.1,3.2,0.6
7353,59,6.1,2.9,0.6
7354,48,4.0,1.2,1.6
7355,3,0.7,0.0,0.0
7356,74,2.7,4.0,1.5
7357,45,2.2,2.7,0.2
7358,82,12.1,2.9,1.5
7359,18,5.3,1.4,1.1
7360,6,2.3,0.5,0.8
7361,28,4.5,1.9,1.9
7362,78,7.8,2.4,1.8
7363,76,4.7,1.2,2.2
7364,12,2.4,1.1,0.3
7365,2,1.0,1.0,0.5
7366,1,0.0,1.0,0.0
7367,49,2.8,1.2,0.4
7368,82,19.0,3.1,6.5
7369,61,6.4,1.7,1.5
7370,2,0.0,0.5,0.0
7371,46,5.4,1.3,1.8
7372,13,2.5,2.0,0.3
7373,71,16.2,5.2,2.5
7374,5,5.4,1.8,0.6
7375,80,10.5,3.1,1.8
7376,80,8.7,5.1,0.8
7377,4,0.0,1.0,0.3
7378,52,2.3,1.5,0.8
7379,78,3.4,1.3,0.6
7380,41,5.6,2.7,2.9
7381,78,3.5,1.8,3.0
7382,79,6.4,4.4,1.4
7383,82,13.4,3.0,6.1
7384,23,3.1,0.8,0.2
7385,37,2.0,1.6,0.3
7386,77,6.1,1.9,0.8
7387,80,14.6,2.3,7.2
7388,81,12.8,3.9,1.6
7389,37,3.9,2.8,0.4
7390,52,4.0,3.8,0.7
7391,82,10.9,6.7,1.0
7392,79,10.1,2.0,2.5
7393,51,8.2,3.6,0.7
7394,39,6.8,1.3,2.4
7395,33,10.5,3.8,1.5
7396,76,6.0,4.3,3.3
7397,38,1.1,1.6,0.2
7398,13,0.6,0.7,0.2
7399,79,12.9,3.1,5.6
7400,45,6.0,5.9,0.8
7401,38,1.2,1.6,0.4
7402,79,10.9,3.1,2.6
7403,8,2.0,0.4,0.1
7404,32,6.5,1.1,2.1
7405,51,2.5,2.4,0.5
7406,57,2.2,0.8,0.5
7407,72,6.9,5.7,0.8
7408,38,1.6,0.6,0.3
7409,21,1.0,1.0,0.0
7410,37,4.9,0.9,0.9
7411,14,1.0,1.1,0.4
7412,3,1.7,0.3,0.3
7413,73,11.3,2.4,7.1
7414,29,6.7,5.7,0.4
7415,40,5.2,2.4,0.6
7416,70,11.6,3.0,3.2
7417,62,8.9,6.0,0.7
7418,49,7.7,3.8,0.9
7419,28,2.0,1.3,0.3
7420,49,18.5,4.0,7.6
7421,76,8.8,2.7,3.0
7422,55,8.3,5.3,0.8
7423,63,5.3,1.0,1.7
7424,63,6.0,4.7,0.5
7425,31,3.5,3.6,0.5
7426,12,0.2,1.8,0.3
7427,51,2.6,2.3,0.3
7428,62,1.4,1.9,0.2
7429,72,16.3,3.0,3.5
7430,78,7.9,2.2,0.9
7431,66,11.9,11.1,4.0
7432,82,8.6,4.0,1.4
7433,69,7.2,1.0,1.3
7434,80,8.7,2.2,3.3
7435,61,6.1,1.5,0.9
7436,6,1.7,1.2,0.0
7437,54,5.1,2.7,1.1
7438,39,3.8,1.8,1.1
7439,34,15.1,7.2,2.1
7440,69,7.7,4.6,2.6
7441,68,15.5,3.7,2.6
7442,60,7.0,2.4,0.8
7443,76,14.2,3.7,4.7
7444,68,9.5,2.1,1.9
7445,51,5.1,2.4,2.3
7446,58,5.5,1.6,1.1
7447,78,2.4,4.0,0.3
7448,6,1.2,0.5,0.0
7449,82,13.3,6.3,4.3
7450,77,14.7,3.1,7.4
7451,38,5.3,0.9,1.2
7452,64,4.5,0.7,2.8
7453,42,17.0,1.8,3.3
7454,76,8.5,3.0,3.1
7455,70,7.2,4.3,0.4
7456,79,9.7,8.8,1.2
7457,72,7.2,6.0,1.0
7458,76,4.3,3.3,0.6
7459,2,4.5,2.0,0.0
7460,81,7.7,5.7,0.8
7461,48,2.0,1.8,4.0
7462,59,7.3,5.5,1.1
7463,73,13.2,7.1,1.6
7464,78,25.9,4.9,5.8
7465,72,14.1,3.1,3.0
7466,81,16.0,9.6,3.5
7467,56,14.7,3.7,7.4
7468,76,16.5,1.7,2.5
7469,66,3.5,1.7,4.4
7470,78,5.0,2.4,1.2
7471,79,9.1,4.8,0.3
7472,80,18.1,5.3,2.7
7473,78,14.1,2.2,3.8
7474,80,12.7,10.4,1.1
7475,74,11.3,2.8,4.0
7476,69,6.6,3.9,0.7
7477,52,2.4,1.2,1.7
7478,29,3.2,1.7,0.9
7479,79,13.9,2.0,4.0
7480,80,5.0,3.9,0.3
7481,2,2.0,1.0,0.0
7482,11,2.9,2.4,2.1
7483,66,2.4,3.0,0.2
7484,81,9.2,4.1,1.2
7485,30,2.8,3.7,0.4
7486,28,6.9,3.2,0.9
7487,55,3.7,3.6,1.3
7488,78,13.9,4.3,9.0
7489,76,4.0,3.4,0.4
7490,70,6.0,4.6,0.4
7491,45,6.8,3.0,1.7
7492,11,6.7,3.3,0.4
7493,67,6.0,4.9,2.1
7494,10,2.0,0.5,0.4
7495,69,5.5,3.7,0.5
7496,75,12.4,5.0,1.5
7497,76,8.2,4.4,0.7
7498,1,0.0,0.0,1.0
7499,68,4.2,1.9,0.5
7500,80,10.3,4.6,1.5
7501,73,7.2,3.6,1.1
7502,76,11.4,3.9,1.9
7503,79,8.3,4.9,0.6
7504,48,2.1,0.9,1.3
7505,59,5.5,2.5,1.1
7506,75,10.1,3.8,1.5
7507,82,8.2,4.8,1.3
7508,72,12.7,2.5,1.3
7509,77,7.7,3.6,0.8
7510,24,1.8,3.3,0.6
7511,73,9.6,1.9,2.0
7512,61,11.1,8.5,1.2
7513,80,14.1,7.8,4.0
7514,73,5.4,1.4,1.0
7515,60,11.8,3.4,4.6
7516,12,1.3,1.3,0.3
7517,16,4.9,2.4,1.3
7518,27,2.8,0.3,1.0
7519,77,8.6,2.2,3.5
7520,75,16.5,6.3,3.0
7521,78,9.0,5.8,1.5
7522,19,5.3,1.9,0.5
7523,51,4.0,2.2,0.9
7524,43,4.0,2.7,0.7
7525,82,10.1,11.7,0.9
7526,82,15.3,3.5,4.4
7527,80,5.6,1.6,2.1
7528,40,2.8,0.7,0.9
7529,77,13.1,11.9,1.9
7530,62,16.3,8.8,0.9
7531,73,14.3,5.6,4.9
7532,59,10.6,2.2,1.4
7533,81,5.1,4.1,1.5
7534,36,5.0,2.8,0.7
7535,61,12.6,6.7,2.9
7536,82,13.1,2.2,4.4
7537,72,3.8,1.9,1.9
7538,82,19.2,3.9,6.0
7539,46,12.9,2.4,6.2
7540,53,3.5,1.8,0.4
7541,14,0.9,1.6,0.1
7542,40,4.6,2.8,0.3
7543,59,4.8,2.7,1.7
7544,45,6.1,1.6,3.1
7545,75,10.5,3.9,1.9
7546,80,14.6,2.8,6.1
7547,63,2.6,3.1,0.4
7548,16,1.2,0.6,0.2
7549,50,3.4,2.9,3.3
7550,82,11.5,2.5,3.8
7551,41,2.9,0.9,0.6
7552,27,6.1,1.9,1.0
7553,7,4.4,0.1,1.1
7554,79,9.1,4.4,0.7
7555,17,0.9,0.2,0.1
7556,77,14.0,2.3,1.4
7557,18,18.3,14.0,2.3
7558,32,3.0,2.4,0.3
7559,68,14.8,7.8,2.3
7560,81,28.1,7.9,4.6
7561,18,7.2,5.3,0.4
7562,60,7.7,2.6,5.2
7563,61,2.0,0.4,0.4
7564,78,4.2,6.0,1.4
7565,48,3.0,0.9,3.0
7566,82,17.7,3.5,5.7
7567,74,4.2,1.6,1.0
7568,58,11.9,6.0,1.6
7569,7,3.0,1.1,0.9
7570,9,4.7,1.6,1.7
7571,2,0.0,0.0,0.0
7572,4,1.8,0.8,0.5
7573,78,17.7,4.2,8.0
7574,76,17.5,8.4,4.2
7575,80,11.5,9.2,1.0
7576,82,16.6,3.7,2.2
7577,78,27.3,5.6,6.0
7578,81,8.0,6.9,0.4
7579,62,3.9,2.2,0.5
7580,82,12.8,6.6,2.2
7581,58,6.7,4.4,0.9
7582,39,14.1,2.1,3.6
7583,39,1.9,2.7,0.3
7584,20,7.4,2.6,0.8
7585,41,5.2,1.1,1.4
7586,76,26.8,8.0,7.3
7587,4,2.5,1.0,0.8
7588,79,5.8,5.0,0.9
7589,71,9.8,9.5,1.2
7590,51,4.7,4.1,1.2
7591,59,2.5,1.9,0.3
7592,78,8.8,3.9,2.9
7593,82,4.0,5.9,1.7
7594,74,21.1,9.1,2.6
7595,59,22.5,3.7,5.9
7596,82,8.8,4.0,0.9
7597,57,4.1,3.7,0.9
7598,68,11.6,4.7,6.4
7599,74,10.9,4.0,2.0
7600,22,1.9,3.4,0.4
7601,39,2.5,2.3,0.5
7602,10,0.9,0.7,0.1
7603,65,5.8,5.6,0.5
7604,1,0.0,1.0,0.0
7605,32,5.8,7.7,2.1
7606,82,10.8,1.5,2.0
7607,78,17.8,9.2,2.1
7608,64,12.4,5.7,2.8
7609,35,12.7,3.7,1.1
7610,82,9.6,2.9,5.9
7611,60,7.9,7.6,0.5
7612,82,10.3,5.1,1.0
7613,25,14.1,14.4,3.4
7614,81,10.0,7.5,1.5
7615,29,14.2,5.0,0.4
7616,80,13.0,5.3,5.4
7617,77,8.6,2.3,3.7
7618,64,7.0,2.3,1.4
7619,65,10.7,2.3,1.6
7620,76,7.3,7.7,1.4
7621,75,7.8,2.2,2.7
7622,74,17.4,10.2,3.2
7623,10,5.1,2.7,1.0
7624,42,2.8,3.2,0.8
7625,82,10.3,3.9,1.6
7626,38,3.0,2.3,0.9
7627,23,1.2,1.7,0.0
7628,78,9.5,4.0,1.5
7629,14,0.4,1.3,0.2
7630,26,4.3,4.8,1.1
7631,23,2.9,2.3,0.0
7632,55,2.9,4.1,0.7
7633,11,3.5,2.5,0.0
7634,82,15.2,9.3,2.1
7635,46,7.6,5.2,1.1
7636,79,9.6,2.2,4.1
7637,15,1.7,3.1,0.3
7638,35,15.2,2.1,2.2
7639,23,3.0,0.8,0.7
7640,77,3.5,3.3,0.3
7641,74,6.7,4.2,1.7
7642,22,4.6,1.1,1.0
7643,72,20.3,2.9,6.3
7644,70,3.7,1.8,2.6
7645,79,8.4,1.9,3.8
7646,69,11.8,9.2,1.4
7647,60,4.8,5.0,0.7
7648,74,14.5,4.0,3.0
7649,5,7.0,3.4,0.4
7650,78,4.6,2.5,0.8
7651,77,6.0,3.2,0.9
7652,77,16.2,5.1,5.2
7653,76,10.3,3.7,3.5
7654,11,2.9,1.8,0.6
7655,24,0.5,0.6,1.2
7656,63,5.7,4.1,0.4
7657,42,3.4,3.5,0.7
7658,2,0.0,0.5,0.5
7659,67,6.0,1.9,1.1
7660,73,5.7,4.9,1.0
7661,80,12.3,7.5,0.9
7662,43,17.7,4.7,5.5
7663,64,15.4,2.6,3.3
7664,31,2.6,1.3,1.7
7665,24,0.3,0.3,0.1
7666,55,11.2,6.2,1.3
7667,76,8.4,2.7,1.5
7668,81,14.0,5.0,3.2
7669,55,5.7,2.2,1.1
7670,31,2.4,0.9,2.0
7671,75,1.8,0.9,1.0
7672,52,10.5,1.7,1.6
7673,21,1.9,1.1,0.3
7674,82,15.8,3.4,1.5
7675,77,14.0,4.0,2.6
7676,58,5.1,3.7,2.5
7677,77,6.8,4.4,1.9
7678,34,2.4,1.4,0.3
7679,68,9.4,5.2,1.1
7680,76,20.3,3.2,5.9
7681,8,1.1,1.4,2.9
7682,54,3.6,3.5,0.4
7683,68,12.1,3.4,7.0
7684,72,9.3,2.0,2.7
7685,49,5.6,1.1,1.3
7686,67,13.1,4.9,2.6
7687,80,12.6,11.3,5.4
7688,77,15.7,2.5,1.8
7689,79,15.8,3.4,2.7
7690,33,0.8,1.2,0.1
7691,52,3.3,4.0,0.7
7692,70,11.1,7.1,1.6
7693,13,3.1,1.7,0.8
7694,42,3.8,0.9,1.0
7695,78,5.2,2.1,1.9
7696,82,19.3,4.1,8.8
7697,49,6.2,3.2,0.4
7698,64,4.2,2.7,0.6
7699,81,11.3,8.8,0.7
7700,81,11.0,2.3,3.5
7701,41,10.1,2.5,4.9
7702,60,6.7,3.2,0.9
7703,72,9.7,7.4,0.8
7704,15,4.1,1.5,2.0
7705,81,11.4,2.4,4.7
7706,4,0.0,0.8,0.5
7707,32,2.9,2.4,0.5
7708,78,8.5,4.8,4.3
7709,44,7.9,5.5,0.6
7710,69,18.6,2.3,3.2
7711,41,3.6,2.7,0.2
7712,78,8.5,2.4,1.5
7713,80,10.1,3.8,1.9
7714,73,25.4,4.7,6.1
7715,52,7.4,3.2,2.1
7716,20,4.9,1.2,0.5
7717,13,3.4,1.5,0.6
7718,4,3.5,2.0,0.0
7719,54,4.8,2.6,0.3
7720,29,4.7,0.7,1.8
7721,13,2.0,0.5,0.6
7722,74,6.9,2.2,1.4
7723,74,13.3,8.1,1.6
7724,80,9.5,2.8,4.1
7725,24,4.1,2.6,0.5
7726,22,1.1,0.9,0.2
7727,34,3.2,2.5,0.3
7728,31,9.7,5.8,0.9
7729,35,4.5,1.1,1.6
7730,82,7.1,6.4,0.6
7731,53,6.8,5.8,0.7
7732,73,3.3,3.5,0.8
7733,82,16.9,4.6,1.7
7734,79,16.5,2.6,6.7
7735,58,3.3,2.6,0.4
7736,26,8.0,2.3,0.8
7737,66,6.1,4.7,0.7
7738,71,12.5,2.6,4.1
7739,79,6.3,1.7,1.4
7740,48,2.3,0.9,1.0
7741,71,18.3,12.2,1.8
7742,58,9.1,4.2,0.5
7743,82,11.1,5.7,1.1
7744,51,2.8,2.1,0.5
7745,80,15.5,3.1,7.6
7746,72,17.9,3.5,4.9
7747,38,2.1,1.2,0.6
7748,72,9.4,1.9,3.3
7749,17,20.7,6.0,0.9
7750,45,4.2,2.0,0.3
7751,63,6.6,1.6,1.7
7752,38,5.3,1.3,0.7
7753,51,9.9,2.0,1.0
7754,18,4.2,3.2,0.3
7755,76,13.7,8.3,1.6
7756,77,27.4,8.1,3.1
7757,56,10.5,4.1,1.5
7758,7,2.7,0.9,0.6
7759,59,5.6,1.9,0.6
7760,9,5.3,1.0,1.1
7761,74,16.6,5.5,4.0
7762,82,11.1,5.1,1.2
7763,20,4.6,1.7,0.3
7764,41,6.7,2.5,0.8
7765,19,3.8,1.5,2.2
7766,72,6.6,5.3,0.3
7767,73,17.1,3.7,3.3
7768,14,1.6,1.2,0.2
7769,79,9.1,4.1,2.8
7770,77,2.9,4.8,0.1
7771,58,4.9,2.2,3.4
7772,40,1.9,2.4,0.4
7773,42,13.3,5.3,1.1
7774,45,5.0,3.2,1.6
7775,67,7.3,10.0,1.7
7776,26,8.7,5.6,1.1
7777,76,5.7,3.4,0.3
7778,6,0.5,2.8,0.0
7779,22,3.8,2.5,0.3
7780,52,4.2,3.0,0.3
7781,67,20.8,10.0,1.6
7782,76,8.4,1.8,0.8
7783,64,6.1,2.6,0.7
7784,52,3.7,1.7,0.4
7785,5,0.6,1.6,0.6
7786,12,3.0,2.9,0.2
7787,53,3.0,2.7,0.6
7788,73,18.2,3.6,3.4
7789,22,3.0,1.2,0.4
7790,69,7.7,1.9,2.3
7791,60,14.9,3.8,1.4
7792,19,5.2,1.4,1.1
7793,82,8.8,2.9,1.0
7794,41,4.9,1.4,2.8
7795,30,0.9,1.4,0.1
7796,80,24.1,9.5,3.9
7797,54,19.0,4.5,4.7
7798,79,16.2,6.6,1.1
7799,49,6.9,2.4,1.0
7800,1,2.0,1.0,0.0
7801,78,6.4,4.7,0.9
7802,79,22.7,4.3,4.0
7803,71,22.7,11.7,2.9
7804,73,11.1,5.5,1.8
7805,49,3.7,1.2,1.9
7806,81,5.2,1.5,1.4
7807,64,14.3,2.6,6.1
7808,73,13.3,8.7,1.2
7809,10,15.9,3.2,4.3
7810,78,8.0,4.1,0.7
7811,40,7.9,2.1,4.5
7812,31,3.1,4.1,0.2
7813,2,0.0,1.5,0.0
7814,71,3.5,1.4,1.7
7815,70,15.9,2.8,3.0
7816,31,2.3,1.2,0.3
7817,80,21.7,6.2,2.7
7818,1,4.0,5.0,0.0
7819,62,5.5,3.6,0.5
7820,68,5.0,2.8,0.9
7821,53,3.6,0.9,0.8
7822,82,6.2,5.0,1.9
7823,22,8.3,5.2,0.7
7824,14,3.1,1.6,0.7
7825,82,10.4,13.6,0.9
7826,41,3.7,0.8,0.4
7827,80,14.0,6.8,2.8
7828,80,11.4,2.4,3.7
7829,40,6.3,2.4,0.8
7830,39,10.4,5.9,1.5
7831,62,19.1,4.3,10.7
7832,25,3.0,2.2,0.2
7833,2,0.0,0.0,0.0
7834,8,6.0,2.5,0.6
7835,61,2.2,3.4,0.6
7836,82,6.0,4.3,1.1
7837,46,2.0,2.8,0.3
7838,81,12.3,2.6,1.7
7839,68,5.0,1.6,1.7
7840,79,9.6,2.4,1.5
7841,71,13.1,1.8,4.4
7842,3,2.3,1.7,0.0
7843,2,0.0,1.0,0.0
7844,82,20.7,3.5,5.6
7845,5,1.2,2.4,0.6
7846,22,3.0,2.8,0.7
7847,41,8.2,3.2,1.0
7848,68,9.1,3.4,1.5
7849,81,6.3,4.1,1.0
7850,3,0.0,0.7,0.3
7851,45,4.4,1.2,1.0
7852,27,4.0,1.0,1.6
7853,68,5.9,3.1,0.9
7854,69,18.2,9.3,2.1
7855,77,16.4,6.8,3.3
7856,62,3.4,4.9,1.1
7857,21,0.9,1.0,0.6
7858,3,0.0,0.0,0.0
7859,73,20.0,6.0,2.9
7860,45,2.3,3.4,0.2
7861,46,21.8,5.7,6.9
